"rok_rejestracji","marka","model","ilosc_zarejestrowanych_modeli","ilosc_nowych_modeli","procent_nowych_modeli","ilosc_zarejestrowanych_marka","ilosc_nowych_marka","procent_nowych_marka"
"2019-03-01","BMW","218D XDRIVE GRAN TOURER","1","0","0","47","0","0"
"2019-03-01","BMW","318D","1","0","0","47","0","0"
"2019-03-01","BMW","525 D","2","0","0","47","0","0"
"2019-03-01","BMW","R 1200 GS","1","0","0","47","0","0"
"2019-03-01","BMW","X3","2","0","0","47","0","0"
"2019-03-01","BMW","3ER REIHE","1","0","0","47","0","0"
"2019-03-01","BMW","S 1000 R","1","0","0","47","0","0"
"2019-03-01","BMW","730D","1","0","0","47","0","0"
"2019-03-01","BMW","325I","1","0","0","47","0","0"
"2019-03-01","BMW","R1200RT","1","0","0","47","0","0"
"2019-03-01","BMW","116I","1","0","0","47","0","0"
"2019-03-01","BMW","K 1200 GT","1","0","0","47","0","0"
"2019-03-01","BMW","750I","1","0","0","47","0","0"
"2019-03-01","BMW","M2 COMPETITION","1","0","0","47","0","0"
"2019-03-01","BMW","320D","5","0","0","47","0","0"
"2019-03-01","BMW","ALPINA","1","0","0","47","0","0"
"2019-03-01","BMW","318 I","2","0","0","47","0","0"
"2019-03-01","BMW","530D","2","0","0","47","0","0"
"2019-03-01","BMW","R 1200 RT","1","0","0","47","0","0"
"2019-03-01","BMW","X4 XDRIVE30I","1","0","0","47","0","0"
"2019-03-01","BMW","523I","1","0","0","47","0","0"
"2019-03-01","BMW","318I TOURING","1","0","0","47","0","0"
"2019-03-01","BMW","550I","1","0","0","47","0","0"
"2019-03-01","BMW","318","2","0","0","47","0","0"
"2019-03-01","BMW","G 310 GS","1","0","0","47","0","0"
"2019-03-01","BMW","X5 XDRIVE25D","1","0","0","47","0","0"
"2019-03-01","BMW","330","1","0","0","47","0","0"
"2019-03-01","BMW","116","1","0","0","47","0","0"
"2019-03-01","BMW","X3 XDRIVE25D","1","0","0","47","0","0"
"2019-03-01","BMW","320 D","1","0","0","47","0","0"
"2019-04-01","BMW","X5 3.0D","1","0","0","37","1","3"
"2019-04-01","BMW","120D","1","0","0","37","1","3"
"2019-04-01","BMW","X3 XDRIVE20D","1","0","0","37","1","3"
"2019-04-01","BMW","316TI","1","0","0","37","1","3"
"2019-04-01","BMW","X","1","0","0","37","1","3"
"2019-04-01","BMW","X1 SDRIVE20I","1","1","100","37","1","3"
"2019-04-01","BMW","330I","2","0","0","37","1","3"
"2019-04-01","BMW","X1","2","0","0","37","1","3"
"2019-04-01","BMW","Z4","1","0","0","37","1","3"
"2019-04-01","BMW","325I","1","0","0","37","1","3"
"2019-04-01","BMW","318D TOURING","1","0","0","37","1","3"
"2019-04-01","BMW","116D","1","0","0","37","1","3"
"2019-04-01","BMW","535XI","1","0","0","37","1","3"
"2019-04-01","BMW","S 1000 RR","1","0","0","37","1","3"
"2019-04-01","BMW","320I","2","0","0","37","1","3"
"2019-04-01","BMW","X5","1","0","0","37","1","3"
"2019-04-01","BMW","X4 M40D","1","0","0","37","1","3"
"2019-04-01","BMW","K 1600 GT","1","0","0","37","1","3"
"2019-04-01","BMW","K 1200 RS","1","0","0","37","1","3"
"2019-04-01","BMW","530D","1","0","0","37","1","3"
"2019-04-01","BMW","3ER REIHE","1","0","0","37","1","3"
"2019-04-01","BMW","118I","2","0","0","37","1","3"
"2019-04-01","BMW","X5 XDRIVE30D","1","0","0","37","1","3"
"2019-04-01","BMW","318D","2","0","0","37","1","3"
"2019-04-01","BMW","X4 XDRIVE30I","1","0","0","37","1","3"
"2019-04-01","BMW","530I","1","0","0","37","1","3"
"2019-04-01","BMW","R 1200 GS","1","0","0","37","1","3"
"2019-04-01","BMW","X2 SDRIVE20I","1","0","0","37","1","3"
"2019-04-01","BMW","525D XDRIVE","1","0","0","37","1","3"
"2019-04-01","BMW","116I","1","0","0","37","1","3"
"2019-04-01","BMW","560","1","0","0","37","1","3"
"2019-04-01","BMW","Z4 M40I","1","0","0","37","1","3"
"2019-05-02","BMW","320 D","2","0","0","54","2","4"
"2019-05-02","BMW","635D","1","0","0","54","2","4"
"2019-05-02","BMW","520D","2","0","0","54","2","4"
"2019-05-02","BMW","525","1","0","0","54","2","4"
"2019-05-02","BMW","X4","1","0","0","54","2","4"
"2019-05-02","BMW","X5 3.0SD","1","0","0","54","2","4"
"2019-05-02","BMW","316","1","0","0","54","2","4"
"2019-05-02","BMW","318I","1","0","0","54","2","4"
"2019-05-02","BMW","320D","3","0","0","54","2","4"
"2019-05-02","BMW","325I","1","0","0","54","2","4"
"2019-05-02","BMW","318CI","1","0","0","54","2","4"
"2019-05-02","BMW","318 I","2","0","0","54","2","4"
"2019-05-02","BMW","520","1","0","0","54","2","4"
"2019-05-02","BMW","116","1","0","0","54","2","4"
"2019-05-02","BMW","650I","1","0","0","54","2","4"
"2019-05-02","BMW","118I","1","1","100","54","2","4"
"2019-05-02","BMW","525D","2","0","0","54","2","4"
"2019-05-02","BMW","X3 XDRIVE20D","1","0","0","54","2","4"
"2019-05-02","BMW","X3 XDRIVE30D","1","0","0","54","2","4"
"2019-05-02","BMW","3ER REIHE","1","0","0","54","2","4"
"2019-05-02","BMW","520 TOURING","1","0","0","54","2","4"
"2019-05-02","BMW","X3 XDRIVE20I","1","0","0","54","2","4"
"2019-05-02","BMW","R 1250 GS","1","1","100","54","2","4"
"2019-05-02","BMW","320I","1","0","0","54","2","4"
"2019-05-02","BMW","530 D","2","0","0","54","2","4"
"2019-05-02","BMW","316D","1","0","0","54","2","4"
"2019-05-02","BMW","X1","3","0","0","54","2","4"
"2019-05-02","BMW","X5","5","0","0","54","2","4"
"2019-05-02","BMW","730D","1","0","0","54","2","4"
"2019-05-02","BMW","X3","2","0","0","54","2","4"
"2019-05-02","BMW","R1200","1","0","0","54","2","4"
"2019-05-02","BMW","335I","1","0","0","54","2","4"
"2019-05-02","BMW","318D","1","0","0","54","2","4"
"2019-05-02","BMW","525 D","1","0","0","54","2","4"
"2019-05-02","BMW","518D","1","0","0","54","2","4"
"2019-05-02","BMW","X1 XDRIVE","1","0","0","54","2","4"
"2019-05-02","BMW","520D XDRIVE","1","0","0","54","2","4"
"2019-05-02","BMW","530D","1","0","0","54","2","4"
"2019-05-02","BMW","X3 2.0D","2","0","0","54","2","4"
"2019-06-01","BMW","535D","1","0","0","2","0","0"
"2019-06-01","BMW","F 800 R","1","0","0","2","0","0"
"2019-06-03","BMW","320I","3","0","0","53","3","6"
"2019-06-03","BMW","116I","4","0","0","53","3","6"
"2019-06-03","BMW","216D","1","0","0","53","3","6"
"2019-06-03","BMW","X3 XDRIVE20D","2","1","50","53","3","6"
"2019-06-03","BMW","525 D","2","0","0","53","3","6"
"2019-06-03","BMW","316 I","1","0","0","53","3","6"
"2019-06-03","BMW","316TI","1","0","0","53","3","6"
"2019-06-03","BMW","528I","1","0","0","53","3","6"
"2019-06-03","BMW","520I","1","0","0","53","3","6"
"2019-06-03","BMW","5ER REIHE","1","0","0","53","3","6"
"2019-06-03","BMW","523I","1","0","0","53","3","6"
"2019-06-03","BMW","118D","2","0","0","53","3","6"
"2019-06-03","BMW","328I","1","0","0","53","3","6"
"2019-06-03","BMW","320 D","1","0","0","53","3","6"
"2019-06-03","BMW","318D","1","0","0","53","3","6"
"2019-06-03","BMW","525I","1","0","0","53","3","6"
"2019-06-03","BMW","X4 XDRIVE20I","1","0","0","53","3","6"
"2019-06-03","BMW","X5 XDRIVE","1","0","0","53","3","6"
"2019-06-03","BMW","320 2.0 D","1","0","0","53","3","6"
"2019-06-03","BMW","X1","2","0","0","53","3","6"
"2019-06-03","BMW","R69 S","1","0","0","53","3","6"
"2019-06-03","BMW","R1100RT","1","0","0","53","3","6"
"2019-06-03","BMW","325 CI","1","0","0","53","3","6"
"2019-06-03","BMW","318I","1","0","0","53","3","6"
"2019-06-03","BMW","120D","1","0","0","53","3","6"
"2019-06-03","BMW","518D","1","1","100","53","3","6"
"2019-06-03","BMW","X5","2","0","0","53","3","6"
"2019-06-03","BMW","320D","2","0","0","53","3","6"
"2019-06-03","BMW","420D XDRIVE","1","0","0","53","3","6"
"2019-06-03","BMW","318 TD","1","0","0","53","3","6"
"2019-06-03","BMW","520D XDRIVE","1","0","0","53","3","6"
"2019-06-03","BMW","318 D","2","0","0","53","3","6"
"2019-06-03","BMW","520 I","1","0","0","53","3","6"
"2019-06-03","BMW","525D","2","0","0","53","3","6"
"2019-06-03","BMW","525","1","0","0","53","3","6"
"2019-06-03","BMW","R 1200 GS ADVENTURE","1","0","0","53","3","6"
"2019-06-03","BMW","118I","1","1","100","53","3","6"
"2019-06-03","BMW","118","1","0","0","53","3","6"
"2019-06-03","BMW","316I COMPACT","1","0","0","53","3","6"
"2019-06-03","BMW","530I XDRIVE","1","0","0","53","3","6"
"2019-07-01","BMW","520D","1","0","0","33","1","3"
"2019-07-01","BMW","X1","1","0","0","33","1","3"
"2019-07-01","BMW","318I","1","0","0","33","1","3"
"2019-07-01","BMW","530I XDRIVE","1","0","0","33","1","3"
"2019-07-01","BMW","525I","1","0","0","33","1","3"
"2019-07-01","BMW","330I","1","0","0","33","1","3"
"2019-07-01","BMW","525D","1","0","0","33","1","3"
"2019-07-01","BMW","X3 XDRIVE20I","1","0","0","33","1","3"
"2019-07-01","BMW","316I","1","0","0","33","1","3"
"2019-07-01","BMW","Z3","1","0","0","33","1","3"
"2019-07-01","BMW","530D","1","0","0","33","1","3"
"2019-07-01","BMW","116I","1","0","0","33","1","3"
"2019-07-01","BMW","116D","1","0","0","33","1","3"
"2019-07-01","BMW","520D XDRIVE","2","0","0","33","1","3"
"2019-07-01","BMW","M4 CS","1","0","0","33","1","3"
"2019-07-01","BMW","X3","1","0","0","33","1","3"
"2019-07-01","BMW","X REIHE","1","0","0","33","1","3"
"2019-07-01","BMW","320D","1","0","0","33","1","3"
"2019-07-01","BMW","320D XDRIVE","1","0","0","33","1","3"
"2019-07-01","BMW","530","1","0","0","33","1","3"
"2019-07-01","BMW","520 D","1","0","0","33","1","3"
"2019-07-01","BMW","118I","3","0","0","33","1","3"
"2019-07-01","BMW","520 I","1","0","0","33","1","3"
"2019-07-01","BMW","320","2","0","0","33","1","3"
"2019-07-01","BMW","740LD XDRIVE","1","1","100","33","1","3"
"2019-07-01","BMW","525","1","0","0","33","1","3"
"2019-07-01","BMW","X5 XDRIVE25D","1","0","0","33","1","3"
"2019-07-01","BMW","1","1","0","0","33","1","3"
"2019-07-01","BMW","320I","1","0","0","33","1","3"
"2019-08-01","BMW","330D","3","0","0","53","3","6"
"2019-08-01","BMW","X1 XDRIVE20D","1","0","0","53","3","6"
"2019-08-01","BMW","325D","1","0","0","53","3","6"
"2019-08-01","BMW","528I","1","0","0","53","3","6"
"2019-08-01","BMW","X5 M50D","1","0","0","53","3","6"
"2019-08-01","BMW","X5","3","0","0","53","3","6"
"2019-08-01","BMW","X3 XDRIVE20I","1","0","0","53","3","6"
"2019-08-01","BMW","316I","1","0","0","53","3","6"
"2019-08-01","BMW","218I GRAN TOURER","1","1","100","53","3","6"
"2019-08-01","BMW","118I","2","0","0","53","3","6"
"2019-08-01","BMW","518D","2","0","0","53","3","6"
"2019-08-01","BMW","118D","1","0","0","53","3","6"
"2019-08-01","BMW","X3 XDRIVE30I","1","0","0","53","3","6"
"2019-08-01","BMW","M5 COMPETITION","1","1","100","53","3","6"
"2019-08-01","BMW","X3","2","0","0","53","3","6"
"2019-08-01","BMW","520","1","0","0","53","3","6"
"2019-08-01","BMW","520 D","1","0","0","53","3","6"
"2019-08-01","BMW","116I","1","0","0","53","3","6"
"2019-08-01","BMW","330I SPORT","1","0","0","53","3","6"
"2019-08-01","BMW","X3 XDRIVE20D","1","0","0","53","3","6"
"2019-08-01","BMW","Z3","1","0","0","53","3","6"
"2019-08-01","BMW","M3","1","0","0","53","3","6"
"2019-08-01","BMW","R 1100 GS","1","0","0","53","3","6"
"2019-08-01","BMW","525I","1","0","0","53","3","6"
"2019-08-01","BMW","730D","1","0","0","53","3","6"
"2019-08-01","BMW","5","1","0","0","53","3","6"
"2019-08-01","BMW","520D","2","0","0","53","3","6"
"2019-08-01","BMW","318 D","1","0","0","53","3","6"
"2019-08-01","BMW","M850I XDRIVE","1","1","100","53","3","6"
"2019-08-01","BMW","X3 XDRIVE25D","1","0","0","53","3","6"
"2019-08-01","BMW","F 800 S","1","0","0","53","3","6"
"2019-08-01","BMW","320I","2","0","0","53","3","6"
"2019-08-01","BMW","R1200 GS","1","0","0","53","3","6"
"2019-08-01","BMW","318 I","1","0","0","53","3","6"
"2019-08-01","BMW","530XD","1","0","0","53","3","6"
"2019-08-01","BMW","530D","2","0","0","53","3","6"
"2019-08-01","BMW","520I","1","0","0","53","3","6"
"2019-08-01","BMW","3","1","0","0","53","3","6"
"2019-08-01","BMW","530","1","0","0","53","3","6"
"2019-08-01","BMW","X5 3.0D","1","0","0","53","3","6"
"2019-08-01","BMW","X3 M COMPETITION","1","0","0","53","3","6"
"2019-08-01","BMW","320D","2","0","0","53","3","6"
"2019-09-02","BMW","520D EFFICIENT DYNAMICS","1","0","0","57","0","0"
"2019-09-02","BMW","550","1","0","0","57","0","0"
"2019-09-02","BMW","X4 XDRIVE30I","1","0","0","57","0","0"
"2019-09-02","BMW","116I","2","0","0","57","0","0"
"2019-09-02","BMW","320D XDRIVE","3","0","0","57","0","0"
"2019-09-02","BMW","R 1200 GS","1","0","0","57","0","0"
"2019-09-02","BMW","325I","1","0","0","57","0","0"
"2019-09-02","BMW","525","1","0","0","57","0","0"
"2019-09-02","BMW","525I","1","0","0","57","0","0"
"2019-09-02","BMW","116D","1","0","0","57","0","0"
"2019-09-02","BMW","118I","1","0","0","57","0","0"
"2019-09-02","BMW","320D TOURING 2.0","1","0","0","57","0","0"
"2019-09-02","BMW","750I XDRIVE","1","0","0","57","0","0"
"2019-09-02","BMW","116","1","0","0","57","0","0"
"2019-09-02","BMW","520D XDRIVE","1","0","0","57","0","0"
"2019-09-02","BMW","118","2","0","0","57","0","0"
"2019-09-02","BMW","X5 M50D","1","0","0","57","0","0"
"2019-09-02","BMW","325","1","0","0","57","0","0"
"2019-09-02","BMW","320D","3","0","0","57","0","0"
"2019-09-02","BMW","420D","1","0","0","57","0","0"
"2019-09-02","BMW","328 XI","1","0","0","57","0","0"
"2019-09-02","BMW","S 1000 RR","1","0","0","57","0","0"
"2019-09-02","BMW","523I","1","0","0","57","0","0"
"2019-09-02","BMW","530 D","1","0","0","57","0","0"
"2019-09-02","BMW","318","2","0","0","57","0","0"
"2019-09-02","BMW","1","1","0","0","57","0","0"
"2019-09-02","BMW","318D","1","0","0","57","0","0"
"2019-09-02","BMW","X3","2","0","0","57","0","0"
"2019-09-02","BMW","560","1","0","0","57","0","0"
"2019-09-02","BMW","216I GRAN TOURER","1","0","0","57","0","0"
"2019-09-02","BMW","M3","1","0","0","57","0","0"
"2019-09-02","BMW","X5","1","0","0","57","0","0"
"2019-09-02","BMW","120I","1","0","0","57","0","0"
"2019-09-02","BMW","520D","1","0","0","57","0","0"
"2019-09-02","BMW","428I","1","0","0","57","0","0"
"2019-09-02","BMW","X4 XDRIVE20D","1","0","0","57","0","0"
"2019-09-02","BMW","320 D","1","0","0","57","0","0"
"2019-09-02","BMW","530D","2","0","0","57","0","0"
"2019-09-02","BMW","320I","5","0","0","57","0","0"
"2019-09-02","BMW","X3 XDRIVE20I","1","0","0","57","0","0"
"2019-09-02","BMW","118D","1","0","0","57","0","0"
"2019-09-02","BMW","3","1","0","0","57","0","0"
"2019-09-02","BMW","R 1200 GS ADVENTURE","1","0","0","57","0","0"
"2019-09-02","BMW","X1","1","0","0","57","0","0"
"2019-10-01","BMW","X3 2.0D","1","0","0","73","1","1"
"2019-10-01","BMW","325 XI TOURING","1","0","0","73","1","1"
"2019-10-01","BMW","392C","1","0","0","73","1","1"
"2019-10-01","BMW","3","1","0","0","73","1","1"
"2019-10-01","BMW","320I","2","0","0","73","1","1"
"2019-10-01","BMW","535I","1","0","0","73","1","1"
"2019-10-01","BMW","316TI COMPACT","1","0","0","73","1","1"
"2019-10-01","BMW","116I","4","0","0","73","1","1"
"2019-10-01","BMW","520I","1","0","0","73","1","1"
"2019-10-01","BMW","320","1","0","0","73","1","1"
"2019-10-01","BMW","X1 XDRIVE20D","1","0","0","73","1","1"
"2019-10-01","BMW","318","1","0","0","73","1","1"
"2019-10-01","BMW","X1 SDRIVE18I","1","0","0","73","1","1"
"2019-10-01","BMW","M340I XDRIVE","1","0","0","73","1","1"
"2019-10-01","BMW","X5 XDRIVE25D","4","1","25","73","1","1"
"2019-10-01","BMW","530I XDRIVE","1","0","0","73","1","1"
"2019-10-01","BMW","530 D","1","0","0","73","1","1"
"2019-10-01","BMW","330D","2","0","0","73","1","1"
"2019-10-01","BMW","330E","1","0","0","73","1","1"
"2019-10-01","BMW","316 I","2","0","0","73","1","1"
"2019-10-01","BMW","418D","1","0","0","73","1","1"
"2019-10-01","BMW","X1","1","0","0","73","1","1"
"2019-10-01","BMW","X3","1","0","0","73","1","1"
"2019-10-01","BMW","323I","1","0","0","73","1","1"
"2019-10-01","BMW","X4 XDRIVE30I","1","0","0","73","1","1"
"2019-10-01","BMW","318I","1","0","0","73","1","1"
"2019-10-01","BMW","530XD","1","0","0","73","1","1"
"2019-10-01","BMW","M3","1","0","0","73","1","1"
"2019-10-01","BMW","X4 XDRIVE20D","1","0","0","73","1","1"
"2019-10-01","BMW","316TI","1","0","0","73","1","1"
"2019-10-01","BMW","X4 XDRIVE30D","1","0","0","73","1","1"
"2019-10-01","BMW","120D","2","0","0","73","1","1"
"2019-10-01","BMW","335I","1","0","0","73","1","1"
"2019-10-01","BMW","530D","1","0","0","73","1","1"
"2019-10-01","BMW","X2 XDRIVE20D","1","0","0","73","1","1"
"2019-10-01","BMW","320D XDRIVE","3","0","0","73","1","1"
"2019-10-01","BMW","535D","1","0","0","73","1","1"
"2019-10-01","BMW","M5 COMPETITION","1","0","0","73","1","1"
"2019-10-01","BMW","118D","2","0","0","73","1","1"
"2019-10-01","BMW","X5 XDRIVE30D","1","0","0","73","1","1"
"2019-10-01","BMW","X3 XDRIVE20D","2","0","0","73","1","1"
"2019-10-01","BMW","320D","5","0","0","73","1","1"
"2019-10-01","BMW","530I","2","0","0","73","1","1"
"2019-10-01","BMW","318D","5","0","0","73","1","1"
"2019-10-01","BMW","X1 XDRIVE 18D","1","0","0","73","1","1"
"2019-10-01","BMW","320CI","1","0","0","73","1","1"
"2019-10-01","BMW","318 D","1","0","0","73","1","1"
"2019-10-01","BMW","R 1250 GS","1","0","0","73","1","1"
"2019-10-01","BMW","330I","1","0","0","73","1","1"
"2019-10-01","BMW","X5","1","0","0","73","1","1"
"2019-11-04","BMW","530D","1","0","0","43","0","0"
"2019-11-04","BMW","435","1","0","0","43","0","0"
"2019-11-04","BMW","528I","1","0","0","43","0","0"
"2019-11-04","BMW","218I ACTIVE TOURER","1","0","0","43","0","0"
"2019-11-04","BMW","318","1","0","0","43","0","0"
"2019-11-04","BMW","X3","3","0","0","43","0","0"
"2019-11-04","BMW","123","1","0","0","43","0","0"
"2019-11-04","BMW","318 D","1","0","0","43","0","0"
"2019-11-04","BMW","118D","1","0","0","43","0","0"
"2019-11-04","BMW","525 TD","1","0","0","43","0","0"
"2019-11-04","BMW","520 I","1","0","0","43","0","0"
"2019-11-04","BMW","X1","1","0","0","43","0","0"
"2019-11-04","BMW","320D","1","0","0","43","0","0"
"2019-11-04","BMW","320I","2","0","0","43","0","0"
"2019-11-04","BMW","318I","2","0","0","43","0","0"
"2019-11-04","BMW","116I","1","0","0","43","0","0"
"2019-11-04","BMW","316I","2","0","0","43","0","0"
"2019-11-04","BMW","X1 SDRIVE18I","1","0","0","43","0","0"
"2019-11-04","BMW","525D","3","0","0","43","0","0"
"2019-11-04","BMW","530","1","0","0","43","0","0"
"2019-11-04","BMW","X5","1","0","0","43","0","0"
"2019-11-04","BMW","325XI","1","0","0","43","0","0"
"2019-11-04","BMW","X5 3.0 SD","1","0","0","43","0","0"
"2019-11-04","BMW","730D XDRIVE","1","0","0","43","0","0"
"2019-11-04","BMW","520D XDRIVE","2","0","0","43","0","0"
"2019-11-04","BMW","320 2.0 I","1","0","0","43","0","0"
"2019-11-04","BMW","528","1","0","0","43","0","0"
"2019-11-04","BMW","X1 SDRIVE","1","0","0","43","0","0"
"2019-11-04","BMW","X4 XDRIVE20I","1","0","0","43","0","0"
"2019-11-04","BMW","318D","3","0","0","43","0","0"
"2019-11-04","BMW","Z4","1","0","0","43","0","0"
"2019-11-04","BMW","120D","1","0","0","43","0","0"
"2019-11-04","BMW","320D EFFICIENT DYNAMICS","1","0","0","43","0","0"
"2019-12-02","BMW","346L","2","0","0","47","0","0"
"2019-12-02","BMW","216D GRAN TOURER","1","0","0","47","0","0"
"2019-12-02","BMW","318D TOURING","1","0","0","47","0","0"
"2019-12-02","BMW","525 TDS","1","0","0","47","0","0"
"2019-12-02","BMW","S 1000 XR","1","0","0","47","0","0"
"2019-12-02","BMW","750","2","0","0","47","0","0"
"2019-12-02","BMW","520D","2","0","0","47","0","0"
"2019-12-02","BMW","118I","1","0","0","47","0","0"
"2019-12-02","BMW","320D GT","1","0","0","47","0","0"
"2019-12-02","BMW","320D XDRIVE","2","0","0","47","0","0"
"2019-12-02","BMW","X1 28I","1","0","0","47","0","0"
"2019-12-02","BMW","X1 XDRIVE","1","0","0","47","0","0"
"2019-12-02","BMW","435I","1","0","0","47","0","0"
"2019-12-02","BMW","116I","1","0","0","47","0","0"
"2019-12-02","BMW","525 D","1","0","0","47","0","0"
"2019-12-02","BMW","530D","1","0","0","47","0","0"
"2019-12-02","BMW","530 D","1","0","0","47","0","0"
"2019-12-02","BMW","523I","1","0","0","47","0","0"
"2019-12-02","BMW","114I","1","0","0","47","0","0"
"2019-12-02","BMW","318I","1","0","0","47","0","0"
"2019-12-02","BMW","330D","1","0","0","47","0","0"
"2019-12-02","BMW","320D TOURING","1","0","0","47","0","0"
"2019-12-02","BMW","525I","1","0","0","47","0","0"
"2019-12-02","BMW","335","1","0","0","47","0","0"
"2019-12-02","BMW","520D XDRIVE","1","0","0","47","0","0"
"2019-12-02","BMW","X5","1","0","0","47","0","0"
"2019-12-02","BMW","X4 XDRIVE20D","1","0","0","47","0","0"
"2019-12-02","BMW","X3 XDRIVE 20D","1","0","0","47","0","0"
"2019-12-02","BMW","318 I","1","0","0","47","0","0"
"2019-12-02","BMW","318D","1","0","0","47","0","0"
"2019-12-02","BMW","320I","3","0","0","47","0","0"
"2019-12-02","BMW","320D","1","0","0","47","0","0"
"2019-12-02","BMW","114D","1","0","0","47","0","0"
"2019-12-02","BMW","X3","3","0","0","47","0","0"
"2019-12-02","BMW","X1 SDRIVE18I","1","0","0","47","0","0"
"2019-12-02","BMW","120D","2","0","0","47","0","0"
"2019-12-02","BMW","X3 2.0D","1","0","0","47","0","0"
"2019-12-02","BMW","320","1","0","0","47","0","0"
"2019-07-01","BMW I","I3S","1","0","0","1","0","0"
"2019-01-02","BOVA","FUTURA","1","0","0","1","0","0"
"2019-02-01","BOVA","FUTURA FHD","1","0","0","1","0","0"
"2019-02-01","BRP","CAN-AM","1","0","0","1","0","0"
"2019-04-01","BRP","CAN-AM","1","1","100","1","1","100"
"2019-05-02","BRP","CAN-AM","1","1","100","1","1","100"
"2019-06-03","BRP","CAN-AM","2","1","50","2","1","50"
"2019-07-01","BRP","CAN-AM","1","0","0","1","0","0"
"2019-09-02","BRP","CAN-AM","1","1","100","1","1","100"
